working_hours,tasks_completed,breaks,satisfaction,burnout_risk
41,23,3,3,0
48,17,6,10,0
60,43,1,7,1
45,32,6,1,0
62,34,1,7,1
56,29,3,5,1
43,28,4,9,0
57,16,4,2,1
47,31,1,1,1
57,36,3,9,1
52,40,6,8,0
62,22,4,10,1
45,24,1,6,0
49,40,6,5,0
59,32,3,8,1
60,44,2,8,1
59,39,3,5,1
56,43,3,7,1
63,33,6,1,0
53,22,6,4,0
35,42,5,2,0
38,22,5,10,0
48,17,6,3,0
48,17,6,1,0
37,26,2,2,0
64,36,2,1,2
62,31,3,8,1
51,18,4,4,1
37,31,2,3,0
50,28,3,1,1
48,33,1,2,1
64,23,5,3,0
54,44,4,3,1
63,44,3,6,1
47,35,6,10,0
49,26,1,8,1
48,19,5,6,0
58,25,1,2,2
59,34,3,2,1
53,17,2,7,1
40,35,5,1,0
44,29,1,1,0
61,28,2,7,1
49,25,4,9,1
55,34,3,5,1
56,22,3,1,1
54,18,5,5,0
60,41,1,1,2
40,26,4,10,0
57,22,6,9,0
59,20,5,4,0
44,29,6,9,0
41,44,5,2,0
56,26,1,7,1
51,30,4,2,1
52,30,1,4,1
51,41,3,6,1
43,35,6,2,0
44,34,2,2,0
44,34,3,2,0
59,42,3,3,1
41,18,6,5,0
50,25,5,9,0
63,27,3,6,1
52,43,4,9,1
40,23,3,10,0
61,18,4,5,1
54,26,1,6,1
35,23,5,10,0
35,27,4,8,0
46,30,3,3,1
55,40,5,2,0
62,20,5,3,0
36,24,4,9,0
38,27,4,6,0
51,21,2,10,1
38,42,2,4,0
45,40,5,10,0
56,33,6,3,0
60,38,6,2,0
38,33,2,4,0
35,31,3,9,0
41,27,1,4,0
64,27,5,5,0
52,40,1,8,1
43,42,2,2,0
63,35,4,3,1
37,16,5,6,0
42,24,2,7,0
63,44,3,4,1
58,36,5,1,0
53,27,5,7,0
38,40,6,9,0
52,23,4,1,1
54,15,5,1,0
61,28,4,1,1
45,43,2,10,0
61,30,3,7,1
48,34,3,9,1
59,29,5,3,0
52,15,5,8,0
62,31,2,9,1
62,38,6,3,0
63,44,6,3,0
50,44,6,1,0
37,27,4,2,0
49,44,6,7,0
61,41,3,3,1
61,29,4,7,1
38,30,2,5,0
39,30,3,10,0
51,16,3,8,1
41,31,1,5,0
50,25,2,3,1
48,22,2,9,1
60,34,1,7,1
50,17,4,5,1
41,43,6,7,0
43,26,6,10,0
38,34,6,9,0
64,30,6,5,0
64,28,6,7,0
56,30,1,9,1
45,41,2,1,0
36,35,4,4,0
46,31,3,1,1
46,44,6,8,0
64,25,1,3,2
38,31,4,2,0
52,33,4,4,1
60,36,4,3,1
55,15,1,5,1
41,44,3,8,0
63,41,6,10,0
35,26,4,8,0
60,29,1,7,1
60,32,2,8,1
57,42,1,5,1
60,44,1,10,1
47,37,1,10,1
40,28,4,6,0
40,44,1,8,0
46,15,2,1,1
42,27,4,6,0
58,44,2,6,1
56,29,5,5,0
53,21,1,4,1
39,29,6,1,0
52,34,6,10,0
64,24,4,8,1
39,28,6,6,0
64,20,4,3,1
59,28,1,3,2
44,38,3,6,0
35,39,3,7,0
44,36,2,8,0
39,26,1,5,0
46,25,6,10,0
56,43,1,6,1
64,44,5,1,0
61,39,3,6,1
41,34,6,9,0
43,36,3,10,0
56,38,1,4,2
55,39,6,10,0
46,33,2,1,1
57,16,1,9,1
63,36,2,4,2
35,34,6,2,0
45,15,3,1,0
64,22,5,3,0
55,39,4,7,1
49,28,3,10,1
36,23,2,2,0
54,16,1,9,1
41,39,6,2,0
55,37,3,5,1
46,19,5,8,0
56,37,6,10,0
52,43,2,8,1
37,39,6,3,0
41,22,6,2,0
45,30,1,9,0
52,36,4,3,1
46,30,2,8,1
40,27,1,2,0
39,34,4,3,0
60,43,1,1,2
35,29,4,6,0
46,15,4,7,1
61,36,4,4,1
60,17,1,1,2
45,20,6,3,0
38,36,4,9,0
61,28,6,5,0
52,18,2,6,1
38,32,5,4,0
51,29,6,1,0
36,23,5,5,0
63,32,4,5,1
58,17,5,5,0
56,24,5,6,0
36,31,4,2,0
46,21,6,1,0
40,29,4,2,0
44,15,2,10,0
59,41,3,6,1
57,39,1,5,1
59,41,4,5,1
55,25,4,6,1
57,31,5,10,0
61,19,2,7,1
50,21,5,9,0
48,33,6,7,0
41,39,4,2,0
62,38,4,6,1
62,43,5,9,0
53,29,4,7,1
57,17,6,2,0
51,29,3,3,1
43,19,1,8,0
60,37,1,9,1
47,26,1,4,1
56,44,3,9,1
39,34,4,2,0
57,19,5,5,0
39,17,2,2,0
44,23,4,1,0
55,40,3,5,1
61,23,6,2,0
44,21,3,7,0
61,40,1,8,1
41,16,4,2,0
60,37,1,7,1
49,37,2,4,1
41,41,6,1,0
63,35,1,3,2
61,30,2,1,2
49,23,3,5,1
37,27,1,8,0
53,42,1,1,1
44,41,5,9,0
62,33,6,3,0
63,34,6,5,0
49,31,3,9,1
37,20,5,5,0
40,18,2,9,0
46,15,2,10,1
49,32,3,8,1
40,33,6,7,0
47,23,2,1,1
63,27,3,4,1
53,22,2,9,1
37,37,4,10,0
42,27,1,8,0
42,29,6,4,0
57,25,4,1,1
60,26,3,10,1
54,28,3,4,1
49,18,4,3,1
38,15,1,6,0
53,38,1,5,1
55,18,5,5,0
37,33,2,2,0
47,23,5,3,0
42,24,1,6,0
57,18,4,2,1
50,34,2,4,1
47,44,4,2,1
37,23,5,9,0
50,27,3,3,1
43,26,4,10,0
62,25,5,10,0
48,26,5,6,0
47,44,5,1,0
55,32,3,10,1
59,44,3,3,1
41,26,3,8,0
49,30,2,5,1
41,19,3,8,0
40,34,3,2,0
36,39,3,7,0
43,26,4,9,0
56,35,3,7,1
58,39,2,3,2
51,25,5,7,0
39,23,4,8,0
46,44,1,1,1
35,32,3,3,0
44,44,5,5,0
45,39,5,6,0
50,17,4,3,1
48,34,1,4,1
42,31,6,5,0
58,28,2,3,2
51,15,6,4,0
59,31,5,5,0
52,39,6,2,0
46,41,5,10,0
59,22,6,9,0
51,19,5,10,0
62,19,5,8,0
60,23,4,6,1
48,17,1,10,1
50,33,5,3,0
48,37,2,2,1
43,23,2,7,0
38,36,3,8,0
59,44,5,10,0
57,32,5,1,0
45,30,5,6,0
40,15,6,7,0
49,16,5,9,0
39,28,5,3,0
45,28,2,2,0
59,15,1,5,1
52,40,1,10,1
64,40,3,1,1
47,39,2,6,1
45,30,5,9,0
48,29,1,10,1
62,40,4,9,1
52,29,4,7,1
61,26,4,7,1
62,30,5,8,0
59,28,5,10,0
62,43,3,2,1
53,38,3,6,1
58,29,3,5,1
61,37,6,5,0
49,29,4,3,1
43,33,5,3,0
42,22,4,6,0
54,16,3,10,1
62,16,5,10,0
35,41,2,7,0
38,24,1,1,0
48,17,1,3,1
59,37,3,1,1
36,31,4,10,0
50,22,2,3,1
37,42,5,5,0
60,37,4,9,1
42,18,3,3,0
40,28,4,10,0
50,35,3,10,1
58,24,6,9,0
50,43,1,1,1
41,15,1,6,0
64,18,4,9,1
47,15,2,5,1
47,31,5,10,0
39,40,3,2,0
59,31,5,5,0
54,21,1,1,1
56,37,2,9,1
52,34,2,10,1
49,29,5,10,0
52,27,1,9,1
36,42,5,6,0
44,16,4,9,0
57,42,2,3,2
47,33,2,4,1
52,38,4,6,1
49,27,1,4,1
46,38,2,1,1
49,25,6,7,0
47,41,6,5,0
52,36,6,8,0
49,29,3,9,1
59,24,3,5,1
57,23,1,8,1
45,41,4,1,0
53,42,5,1,0
37,23,1,7,0
41,34,5,6,0
55,42,1,5,1
60,15,3,5,1
48,31,6,9,0
48,26,4,1,1
56,24,3,8,1
47,19,4,2,1
46,44,5,7,0
58,43,1,6,1
43,32,2,10,0
35,29,2,2,0
53,20,4,3,1
45,21,6,4,0
57,31,6,7,0
56,20,4,8,1
57,22,3,2,1
58,26,2,8,1
56,35,3,9,1
53,28,5,7,0
52,26,2,1,1
46,37,5,6,0
57,24,1,8,1
62,36,3,5,1
62,34,4,2,1
62,29,2,5,1
61,21,3,8,1
35,40,4,2,0
53,23,1,1,1
62,24,2,4,2
61,24,5,4,0
54,30,1,9,1
63,43,6,3,0
64,21,4,4,1
51,42,2,3,1
39,44,2,2,0
60,19,1,4,2
37,37,2,8,0
36,17,4,1,0
37,32,1,8,0
42,25,5,8,0
50,29,1,3,1
40,35,1,10,0
47,34,5,10,0
64,19,6,6,0
57,38,4,4,1
62,26,6,1,0
56,18,6,1,0
56,29,6,5,0
50,23,3,8,1
62,21,6,1,0
50,24,3,2,1
37,43,5,7,0
62,42,4,8,1
47,37,6,3,0
48,27,2,8,1
42,43,5,1,0
46,22,3,9,1
57,26,4,2,1
57,36,1,2,2
56,38,4,4,1
55,33,4,10,1
60,40,6,3,0
42,40,6,4,0
55,44,3,6,1
59,15,3,7,1
43,30,6,5,0
35,36,6,2,0
40,31,2,3,0
57,39,2,10,1
53,44,5,3,0
57,32,6,5,0
45,25,1,5,0
45,32,2,4,0
57,21,3,8,1
64,32,4,6,1
47,40,5,6,0
45,22,2,1,0
52,20,4,6,1
57,44,4,3,1
49,21,2,6,1
35,37,1,10,0
55,36,1,6,1
59,24,5,2,0
41,25,1,1,0
57,39,5,3,0
61,27,3,5,1
47,23,2,4,1
46,21,4,7,1
52,23,5,4,0
58,27,1,8,1
53,40,5,7,0
49,17,6,10,0
42,17,5,9,0
53,15,1,1,1
44,35,6,5,0
41,34,6,4,0
52,16,1,6,1
50,39,6,1,0
54,17,2,6,1
61,29,4,1,1
40,38,2,1,0
61,20,2,8,1
43,44,1,2,0
55,27,1,10,1
47,35,4,6,1
59,15,5,6,0
55,34,2,6,1
60,33,6,8,0
42,15,4,4,0
50,42,2,3,1
47,35,5,6,0
47,36,6,4,0
51,16,2,2,1
57,29,3,6,1
54,28,4,10,1
39,33,1,5,0
56,25,2,9,1
55,44,6,6,0
62,29,6,3,0
51,20,4,5,1
62,34,4,10,1
43,23,6,8,0
36,19,6,9,0
59,34,6,8,0
60,16,2,3,2
52,20,6,9,0
43,40,1,3,0
40,32,6,8,0
45,42,1,10,0
59,43,2,9,1
63,37,4,7,1
40,33,1,4,0
40,23,2,10,0
47,41,6,9,0
45,35,2,3,0
48,38,6,3,0
36,41,2,2,0
42,20,4,10,0
37,28,1,3,0
57,42,4,1,1
55,40,3,4,1
37,38,6,8,0
35,43,1,5,0
58,27,4,2,1
53,25,1,3,1
52,26,3,1,1
51,33,5,2,0
54,33,6,1,0
63,35,6,2,0
58,41,2,3,2
47,40,6,1,0
37,33,6,9,0
64,38,4,10,1
35,40,6,5,0
38,27,6,8,0
59,42,3,5,1
47,28,3,8,1
51,38,1,7,1
62,32,1,4,2
64,26,6,7,0
45,18,6,6,0
36,24,2,3,0
59,43,1,9,1
50,31,4,10,1
36,18,6,9,0
63,26,4,5,1
53,27,6,8,0
57,43,4,7,1
53,41,5,9,0
59,43,4,7,1
50,18,1,4,1
56,24,6,4,0
53,39,1,8,1
43,17,4,6,0
35,29,3,9,0
44,16,3,10,0
53,39,3,7,1
35,39,6,7,0
36,31,2,4,0
50,20,5,3,0
46,40,4,8,1
42,22,2,7,0
57,17,3,4,1
52,41,4,4,1
36,39,2,1,0
59,32,1,7,1
63,36,3,1,1
47,15,2,10,1
40,43,6,10,0
55,30,1,4,1
60,21,3,3,1
40,17,5,3,0
43,37,3,1,0
50,18,6,4,0
45,23,5,1,0
41,19,5,8,0
44,33,5,1,0
44,29,4,6,0
64,22,4,7,1
59,20,5,10,0
54,32,1,2,1
52,33,5,4,0
62,38,2,3,2
58,29,5,9,0
54,40,4,7,1
63,21,4,2,1
43,24,2,6,0
49,20,2,9,1
38,28,3,3,0
42,31,1,6,0
43,23,1,3,0
47,33,1,3,1
43,44,6,4,0
60,19,4,9,1
38,37,1,8,0
51,21,3,1,1
50,33,3,1,1
49,34,1,7,1
37,40,2,3,0
59,21,3,7,1
54,38,2,9,1
39,16,4,3,0
57,39,6,3,0
39,37,3,2,0
54,30,2,10,1
49,27,1,1,1
52,22,4,9,1
49,20,5,6,0
36,20,5,6,0
63,23,1,8,1
47,18,4,5,1
38,41,4,9,0
44,25,4,5,0
47,19,4,2,1
44,39,5,6,0
63,31,2,9,1
43,34,4,3,0
42,21,2,10,0
37,41,4,4,0
50,29,3,10,1
48,39,6,8,0
43,29,3,6,0
64,28,6,7,0
55,27,3,7,1
45,25,4,4,0
37,42,2,6,0
39,27,6,9,0
63,40,5,3,0
44,36,1,8,0
47,42,6,7,0
38,38,6,4,0
58,43,5,10,0
47,23,4,3,1
46,24,3,7,1
39,18,3,10,0
44,31,2,9,0
62,28,4,10,1
58,38,5,3,0
43,32,4,10,0
54,25,4,9,1
41,30,3,8,0
36,15,5,3,0
56,43,1,8,1
58,21,6,4,0
62,42,3,6,1
57,24,5,10,0
41,23,2,2,0
42,41,6,8,0
41,42,6,9,0
55,42,3,7,1
57,39,2,8,1
63,17,3,7,1
48,36,4,10,1
60,37,5,4,0
53,28,2,1,1
39,40,6,3,0
57,39,3,7,1
59,29,6,7,0
52,16,2,3,1
54,38,6,1,0
46,28,3,10,1
57,30,3,9,1
51,21,1,6,1
47,18,6,7,0
36,32,1,1,0
59,38,1,1,2
47,41,6,4,0
60,19,2,7,1
41,20,4,8,0
62,44,3,10,1
44,41,5,9,0
57,21,1,1,2
40,29,2,4,0
37,40,6,4,0
60,15,2,3,2
37,38,2,7,0
52,18,6,1,0
45,43,5,9,0
56,39,6,8,0
54,15,5,2,0
39,25,6,2,0
53,32,1,8,1
56,28,5,1,0
61,36,1,7,1
62,25,5,9,0
53,24,5,3,0
64,41,6,7,0
49,44,5,6,0
64,31,1,7,1
50,18,6,7,0
58,38,3,10,1
43,29,1,1,0
38,40,3,3,0
49,30,2,10,1
59,35,6,1,0
46,27,2,5,1
57,23,6,3,0
37,25,6,1,0
57,25,1,2,2
48,20,3,10,1
51,15,6,5,0
53,36,3,3,1
40,20,6,6,0
38,27,3,9,0
41,36,2,6,0
64,38,1,2,2
53,36,6,2,0
51,19,4,8,1
59,29,3,8,1
50,41,3,6,1
49,32,4,10,1
56,34,1,7,1
42,28,3,1,0
53,29,1,9,1
42,40,3,5,0
52,19,5,9,0
62,40,3,2,1
50,18,5,8,0
54,16,6,7,0
53,21,1,4,1
44,24,3,3,0
51,30,2,4,1
47,24,2,4,1
47,32,4,10,1
41,31,2,10,0
61,44,5,8,0
44,35,2,4,0
36,42,2,5,0
38,27,2,2,0
59,15,3,4,1
40,15,4,7,0
58,29,1,3,2
52,15,4,1,1
57,20,5,8,0
40,39,3,8,0
63,40,6,6,0
64,27,3,7,1
59,41,2,10,1
57,42,2,2,2
51,15,5,5,0
48,19,6,7,0
58,23,3,9,1
45,44,6,1,0
60,39,1,3,2
53,31,4,6,1
64,30,3,7,1
36,22,6,6,0
62,31,1,1,2
37,29,1,4,0
45,38,4,6,0
40,15,1,8,0
63,26,5,10,0
48,19,1,4,1
53,38,6,7,0
60,20,5,3,0
50,39,1,8,1
55,15,2,1,1
56,39,1,4,2
58,15,5,8,0
41,24,1,10,0
64,24,1,4,2
61,17,1,2,2
42,31,5,2,0
53,33,1,4,1
54,42,4,4,1
50,25,6,2,0
56,43,4,7,1
61,32,5,6,0
41,16,2,3,0
43,23,4,8,0
47,38,6,8,0
35,31,3,1,0
63,42,6,3,0
42,28,4,5,0
58,18,3,2,1
56,43,5,5,0
38,31,6,10,0
37,31,2,3,0
61,26,3,9,1
37,42,3,1,0
56,34,6,4,0
47,32,4,10,1
42,17,3,6,0
41,25,5,9,0
61,39,6,3,0
35,32,5,3,0
61,18,6,5,0
50,31,5,7,0
40,32,4,5,0
41,19,6,8,0
46,28,2,5,1
57,24,4,7,1
43,29,5,6,0
61,15,6,10,0
45,30,4,2,0
44,25,5,3,0
55,37,1,4,1
35,34,1,5,0
52,20,3,9,1
38,38,2,6,0
39,43,1,1,0
43,36,5,3,0
61,30,4,7,1
51,44,6,8,0
37,16,4,7,0
50,15,3,5,1
39,38,4,10,0
50,38,1,8,1
37,23,4,9,0
54,36,1,7,1
49,26,1,9,1
64,31,2,1,2
37,44,3,9,0
54,39,5,3,0
48,42,1,6,1
50,43,6,8,0
63,29,3,3,1
63,44,5,4,0
51,33,6,7,0
62,41,4,7,1
58,36,3,4,1
54,24,6,9,0
57,43,3,3,1
52,40,3,8,1
52,41,4,8,1
56,26,4,4,1
48,28,3,7,1
52,23,6,4,0
49,41,2,1,1
49,27,1,1,1
40,17,4,1,0
61,35,2,2,2
49,43,4,6,1
52,28,3,10,1
38,35,2,5,0
57,24,6,2,0
42,30,6,8,0
49,21,5,9,0
37,18,1,7,0
64,41,1,9,1
49,34,4,4,1
47,37,1,7,1
43,39,5,5,0
36,25,6,5,0
58,30,2,3,2
42,34,2,9,0
63,18,6,10,0
64,36,3,5,1
54,36,6,6,0
51,37,2,3,1
47,31,4,10,1
35,27,5,7,0
36,25,6,9,0
64,44,3,9,1
49,17,4,10,1
46,23,6,10,0
48,20,4,5,1
59,36,6,7,0
63,35,4,3,1
36,25,1,6,0
52,30,4,8,1
56,33,1,8,1
41,41,2,2,0
63,19,1,6,1
57,28,4,7,1
63,31,5,7,0
59,17,5,3,0
40,18,2,9,0
48,30,4,2,1
42,30,1,3,0
61,35,5,2,0
56,40,6,9,0
36,39,3,4,0
51,18,4,2,1
39,33,6,3,0
48,40,6,4,0
59,31,4,10,1
58,27,3,6,1
64,40,5,5,0
63,36,3,3,1
54,37,2,10,1
55,40,1,8,1
63,38,1,8,1
55,42,6,7,0
56,15,5,3,0
37,26,3,1,0
39,18,6,5,0
50,25,4,1,1
52,19,6,6,0
60,16,4,7,1
51,31,4,5,1
45,22,2,4,0
51,20,2,2,1
50,35,4,5,1
60,43,5,9,0
57,23,2,4,2
36,27,2,2,0
38,25,1,6,0
55,43,6,8,0
41,30,1,2,0
36,30,5,9,0
64,41,2,7,1
40,16,2,2,0
51,24,3,5,1
41,26,5,5,0
59,22,6,7,0
39,25,6,5,0
39,44,6,6,0
54,24,5,9,0
50,27,3,3,1
53,39,3,3,1
43,31,1,8,0
39,21,5,10,0
42,38,5,6,0
43,17,3,10,0
39,44,4,3,0
44,34,4,2,0
59,27,1,2,2
36,33,4,2,0
43,21,4,5,0
45,23,4,5,0
38,33,2,1,0
56,27,1,2,2
56,36,3,2,1
56,22,4,4,1
36,36,6,7,0
57,32,2,3,2
63,43,4,5,1
40,37,2,9,0
61,16,1,5,1
48,32,6,9,0
35,32,6,1,0
52,25,6,9,0
41,15,4,5,0
35,28,2,8,0
35,30,6,5,0
35,25,5,6,0
58,15,5,8,0
38,44,2,2,0
38,21,4,3,0
63,43,4,9,1
52,30,1,5,1
61,44,1,5,1
45,28,6,9,0
61,29,3,10,1
35,28,1,3,0
62,42,4,4,1
44,35,3,7,0
43,25,1,2,0
57,30,2,8,1
38,33,5,5,0
62,31,1,1,2
40,41,1,3,0
64,40,2,9,1
50,20,4,5,1
36,25,6,8,0
57,31,2,1,2
52,23,6,7,0
44,32,1,7,0
58,31,4,8,1
58,26,3,3,1
51,37,1,1,1
47,36,2,9,1
58,36,3,1,1
52,44,5,6,0
56,19,3,9,1
47,25,2,2,1
51,18,3,4,1
39,41,2,2,0
45,18,1,4,0
41,17,4,2,0
63,40,5,1,0
44,38,4,3,0
51,37,4,8,1
49,39,4,5,1
52,31,2,4,1
57,21,2,5,1
56,40,5,6,0
53,18,2,6,1
64,37,6,5,0
60,27,2,6,1
36,26,2,9,0
60,15,2,5,1
38,35,1,6,0
37,33,5,4,0
41,35,6,3,0
58,34,2,6,1
52,32,5,5,0
44,25,3,4,0
41,34,1,5,0
42,17,2,7,0
40,43,6,1,0
56,31,1,1,2
60,26,6,1,0
35,24,1,2,0
38,22,3,9,0
48,29,5,5,0
51,19,1,9,1
54,18,4,5,1
52,40,3,7,1
45,42,4,6,0
63,35,3,2,1
55,34,4,3,1
60,33,4,5,1
48,35,6,4,0
43,18,1,6,0
61,29,1,8,1
49,31,3,8,1
46,26,5,3,0
44,17,6,4,0
53,24,1,1,1
58,29,1,2,2
53,24,6,9,0
40,38,2,10,0
54,37,6,10,0
58,32,1,2,2
61,15,5,6,0
40,17,2,7,0
42,35,4,6,0
35,40,6,8,0
56,41,4,9,1
51,26,2,8,1
51,15,2,5,1
58,17,2,8,1
49,17,3,10,1
41,19,6,10,0
53,33,5,9,0
56,43,5,8,0
59,39,4,2,1
57,15,4,2,1
62,18,4,3,1
37,43,6,7,0
64,43,1,9,1
64,40,4,8,1
63,40,2,9,1
56,18,4,6,1
45,31,2,1,0
54,28,3,4,1
64,32,1,6,1
63,41,1,6,1
53,15,6,8,0
43,36,6,1,0
44,30,5,2,0
36,17,3,2,0
35,37,6,6,0
64,35,2,7,1
50,23,3,2,1
52,37,1,5,1
57,18,2,6,1
60,35,3,4,1
51,19,1,1,1
40,25,6,3,0
48,35,2,10,1
57,40,2,9,1
59,23,1,6,1
49,40,2,2,1
48,17,6,9,0
58,20,6,4,0
56,38,6,8,0
37,25,1,10,0
58,23,4,7,1
57,43,4,3,1
53,29,2,8,1
59,37,6,4,0
46,42,2,2,1
36,17,1,5,0
37,15,2,1,0
52,34,5,8,0
63,43,4,8,1
35,36,2,3,0
54,33,2,1,1
55,28,3,4,1
63,31,2,9,1
40,36,5,9,0
39,28,4,1,0
35,31,3,7,0
53,39,1,6,1
35,41,1,7,0
61,28,4,7,1
55,26,1,8,1
55,30,5,8,0
50,15,2,10,1
46,27,4,2,1
61,20,3,4,1
63,31,2,4,2
56,26,1,10,1
42,37,1,8,0
60,33,3,3,1
50,20,5,3,0
62,21,3,2,1
35,15,4,1,0
38,15,3,8,0
44,43,1,9,0
45,19,5,9,0
51,20,5,8,0
59,30,6,5,0
61,39,3,1,1
57,30,4,9,1
41,28,1,6,0
46,15,2,7,1
55,27,5,8,0
41,34,3,5,0
46,24,6,6,0
49,38,4,7,1
36,24,4,7,0
48,23,1,2,1
47,27,5,1,0
38,17,1,8,0
48,41,6,5,0
48,32,2,10,1
50,34,2,2,1
41,16,2,3,0
53,31,4,6,1
36,42,5,10,0
44,33,1,6,0
52,37,1,8,1
63,27,6,5,0
51,27,2,5,1
39,15,5,7,0
46,16,5,10,0
40,15,6,5,0
56,38,3,9,1
43,19,5,6,0
54,38,5,7,0
35,17,1,8,0
56,43,6,5,0
49,42,5,4,0
55,21,5,8,0
60,38,1,10,1
40,36,5,9,0
53,27,1,1,1
52,43,3,3,1
40,37,4,4,0
47,44,1,7,1
35,42,1,6,0
57,32,5,10,0
57,38,1,10,1
60,35,6,1,0
47,21,2,4,1
41,15,2,6,0
49,19,3,3,1
46,31,1,2,1
61,42,6,2,0
60,43,5,10,0
35,22,5,4,0
49,29,4,1,1
38,34,3,10,0
47,18,6,2,0
57,16,6,10,0
61,19,5,2,0
59,15,4,4,1
39,39,5,4,0
63,19,4,1,1
36,20,2,7,0
57,16,6,7,0
60,40,2,10,1
35,40,5,10,0
50,15,3,10,1
57,18,1,1,2
40,21,3,8,0
57,36,3,10,1
50,40,1,7,1
48,15,6,7,0
63,15,2,6,1
60,22,2,4,2
37,34,6,8,0
49,30,1,2,1
37,35,4,7,0
57,27,3,3,1
63,37,5,3,0
36,38,2,7,0
35,40,6,3,0
43,37,5,5,0
43,32,1,8,0
57,44,5,4,0
41,34,5,7,0
37,24,3,7,0
60,26,1,2,2
52,15,5,8,0
45,24,2,10,0
41,23,1,10,0
43,17,2,9,0
35,42,6,6,0
63,33,6,5,0
48,40,4,1,1
54,23,6,1,0
40,24,5,9,0
41,33,1,4,0
44,30,6,1,0
41,38,2,10,0
60,32,5,3,0
36,28,6,6,0
64,43,3,8,1
38,17,2,10,0
55,16,2,2,1
64,15,4,8,1
62,32,3,1,1
51,38,4,2,1
35,23,6,8,0
44,27,3,7,0
53,16,2,5,1
49,21,4,10,1
44,30,5,2,0
53,35,3,9,1
46,33,2,5,1
58,39,1,8,1
50,29,3,4,1
43,36,3,9,0
49,25,6,10,0
64,15,5,7,0
61,35,6,2,0
62,21,3,3,1
51,34,3,2,1
48,22,5,5,0
61,24,5,2,0
52,19,4,5,1
60,23,2,9,1
36,39,2,2,0
38,39,4,9,0
52,15,2,7,1
41,16,3,7,0
47,33,4,5,1
49,28,4,8,1
59,34,2,7,1
57,24,1,6,1
62,23,2,2,2
56,24,6,6,0
60,43,1,2,2
35,20,4,1,0
45,31,1,9,0
44,42,3,5,0
59,39,5,10,0
39,20,1,10,0
50,18,6,4,0
45,44,5,8,0
55,34,3,5,1
40,17,6,7,0
43,37,5,3,0
47,33,3,8,1
58,32,5,8,0
42,40,5,3,0
48,38,2,9,1
58,18,6,8,0
35,22,6,1,0
51,31,1,8,1
58,19,6,4,0
39,27,6,6,0
59,39,5,10,0
36,15,4,9,0
59,41,2,5,1
62,27,1,7,1
64,18,2,1,2
58,36,1,9,1
43,40,3,6,0
38,38,5,4,0
51,28,6,6,0
51,17,6,5,0
55,19,4,3,1
52,21,2,7,1
50,15,2,3,1
64,37,2,2,2
42,43,6,4,0
60,26,2,7,1
45,25,5,5,0
55,38,1,9,1
55,22,6,10,0
52,39,5,7,0
57,20,3,9,1
63,42,5,9,0
58,36,5,2,0
44,16,3,1,0
47,33,5,4,0
51,34,1,4,1
52,34,6,2,0
44,38,4,3,0
50,28,3,3,1
54,15,6,5,0
39,24,2,1,0
47,30,1,9,1
52,44,4,8,1
51,18,1,8,1
43,41,1,3,0
48,42,2,2,1
51,43,4,1,1
63,25,1,6,1
38,30,2,10,0
52,41,3,1,1
61,34,2,5,1
54,15,5,9,0
58,30,6,9,0
58,33,2,4,2
49,35,2,7,1
45,36,2,7,0
46,23,1,4,1
43,23,4,5,0
47,23,2,9,1
49,41,2,7,1
61,31,5,7,0
49,26,5,10,0
62,39,3,7,1
39,27,3,9,0
57,22,5,5,0
53,30,4,6,1
60,32,3,3,1
54,43,6,1,0
60,41,6,2,0
59,15,4,8,1
60,15,5,1,0
60,26,3,10,1
48,20,2,7,1
62,23,5,5,0
51,37,3,6,1
52,19,4,8,1
55,41,6,4,0
37,30,4,6,0
36,32,3,3,0
35,31,4,7,0
44,32,3,2,0
53,15,3,8,1
51,33,4,7,1
46,36,1,8,1
35,43,2,2,0
46,22,5,3,0
51,17,6,4,0
58,40,2,9,1
37,39,5,5,0
45,40,5,6,0
51,19,6,1,0
57,37,2,4,2
60,22,6,4,0
37,33,3,10,0
42,32,6,8,0
54,32,4,8,1
38,35,1,10,0
55,15,1,6,1
56,29,1,8,1
41,32,2,9,0
48,43,2,5,1
48,39,3,1,1
38,21,1,1,0
50,30,3,2,1
58,30,1,2,2
63,29,2,5,1
56,20,4,7,1
64,23,4,7,1
35,21,4,4,0
51,28,6,4,0
59,25,4,10,1
44,35,5,3,0
56,30,1,2,2
50,39,4,3,1
50,20,5,8,0
60,36,5,1,0
42,41,5,4,0
63,30,3,7,1
41,34,3,5,0
62,43,5,2,0
40,30,6,1,0
50,26,4,6,1
54,31,1,5,1
50,19,6,3,0
41,41,2,9,0
43,39,3,3,0
48,27,4,2,1
45,22,4,5,0
60,38,2,9,1
60,19,2,8,1
48,26,4,6,1
41,23,2,3,0
35,17,4,6,0
60,17,6,5,0
59,15,2,1,2
47,39,6,5,0
54,36,6,7,0
37,32,2,9,0
54,38,4,1,1
38,26,5,3,0
63,23,4,8,1
60,23,1,6,1
45,32,2,5,0
36,32,3,10,0
48,43,2,2,1
46,21,1,3,1
64,41,6,2,0
51,18,3,1,1
46,27,3,7,1
60,31,4,3,1
46,38,5,7,0
35,16,4,7,0
47,28,3,8,1
48,17,3,1,1
58,19,5,5,0
64,28,2,10,1
36,17,5,9,0
46,37,6,7,0
60,21,4,1,1
55,44,2,8,1
62,32,4,3,1
50,27,5,4,0
38,43,2,4,0
42,37,5,10,0
36,41,6,8,0
